instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p2,1097,36,gain,0,98,227,0.47,1.0887,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 47% chance to gain $227 and a 53% chance to gain nothing
Outcome B: a certain gain of $98
Choose the outcome you want."
p2,39,1,neutral,0,58,116,0.66,1.32,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $116 with 66% probability, and $0 with 34% probability
Term B: receive $58 for certain
Decide which term you take."
p2,661,22,neutral,0,81,163,0.72,1.4489,0,False,A,"You must pick one of two payment options.
Option A: receive $163 with 72% probability, and $0 with 28% probability
Option B: receive $81 for certain
Pick the option you prefer."
p2,516,17,neutral,0,117,362,0.42,1.2995,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $117 for certain
Outcome B: receive $362 with 42% probability, and $0 with 58% probability
Choose the outcome you want."
p2,432,14,gain,0,81,201,0.68,1.6874,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $81
Arrangement B: a 68% chance to gain $201 and a 32% chance to gain nothing
Which arrangement do you take?"
p2,1126,37,gain,0,151,252,0.68,1.1348,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $151
Outcome B: a 68% chance to gain $252 and a 32% chance to gain nothing
Choose the outcome you want."
p2,1231,15,dominant,0,82,114,1.0,1.3902,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $114 for certain
Term B: receive $82 for certain
Decide which term you take."
p2,845,28,neutral,0,132,181,0.76,1.0421,2,False,A,"Consider the following pair and select one.
Alternative A: receive $181 with 76% probability, and $0 with 24% probability
Alternative B: receive $132 for certain
Select the alternative you would rather have."
p2,305,10,neutral,0,111,278,0.58,1.4526,2,False,A,"Consider the following pair and select one.
Alternative A: receive $278 with 58% probability, and $0 with 42% probability
Alternative B: receive $111 for certain
Select the alternative you would rather have."
p2,636,21,neutral,0,106,206,0.73,1.4187,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $106 for certain
Outcome B: receive $206 with 73% probability, and $0 with 27% probability
Choose the outcome you want."
p2,94,3,neutral,0,46,158,0.33,1.1335,2,True,B,"Consider the following pair and select one.
Alternative A: receive $46 for certain
Alternative B: receive $158 with 33% probability, and $0 with 67% probability
Select the alternative you would rather have."
p2,1223,11,dominant,0,54,73,1.0,1.3519,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $73 for certain
Outcome B: receive $54 for certain
Choose the outcome you want."
p2,1102,36,mixed,98,98,227,0.47,1.0887,1,True,B,"You have been given $98 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $98 with no change
Arrangement B: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Which arrangement do you take?"
p2,1095,36,gain,0,98,227,0.47,1.0887,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 47% chance to gain $227 and a 53% chance to gain nothing
Alternative B: a certain gain of $98
Select the alternative you would rather have."
p2,137,4,gain,0,29,71,0.55,1.3466,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 55% chance to gain $71 and a 45% chance to gain nothing
Outcome B: a certain gain of $29
Choose the outcome you want."
p2,393,13,neutral,0,72,88,0.64,0.7822,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $88 with 64% probability, and $0 with 36% probability
Arrangement B: receive $72 for certain
Which arrangement do you take?"
p2,709,23,gain,0,91,626,0.23,1.5822,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 23% chance to gain $626 and a 77% chance to gain nothing
Term B: a certain gain of $91
Decide which term you take."
p2,557,18,gain,0,41,61,0.58,0.8629,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 58% chance to gain $61 and a 42% chance to gain nothing
Outcome B: a certain gain of $41
Choose the outcome you want."
p2,859,28,gain,0,132,181,0.76,1.0421,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 76% chance to gain $181 and a 24% chance to gain nothing
Term B: a certain gain of $132
Decide which term you take."
p2,1233,16,dominant,0,139,190,1.0,1.3669,2,False,A,"Consider the following pair and select one.
Alternative A: receive $190 for certain
Alternative B: receive $139 for certain
Select the alternative you would rather have."
p2,1254,27,dominant,0,166,204,1.0,1.2289,0,True,B,"You must pick one of two payment options.
Option A: receive $166 for certain
Option B: receive $204 for certain
Pick the option you prefer."
p2,941,31,gain,0,51,151,0.29,0.8586,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 29% chance to gain $151 and a 71% chance to gain nothing
Option B: a certain gain of $51
Pick the option you prefer."
p2,92,3,neutral,0,46,158,0.33,1.1335,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $46 for certain
Arrangement B: receive $158 with 33% probability, and $0 with 67% probability
Which arrangement do you take?"
p2,126,4,neutral,0,29,71,0.55,1.3466,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $29 for certain
Outcome B: receive $71 with 55% probability, and $0 with 45% probability
Choose the outcome you want."
p2,876,29,neutral,0,79,81,0.83,0.851,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $79 for certain
Outcome B: receive $81 with 83% probability, and $0 with 17% probability
Choose the outcome you want."
p2,672,22,gain,0,81,163,0.72,1.4489,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $81
Arrangement B: a 72% chance to gain $163 and a 28% chance to gain nothing
Which arrangement do you take?"
p2,357,11,mixed,54,54,68,0.81,1.02,3,False,A,"You have been given $54 up front. You are entitled to one of two outcomes.
Outcome A: a 81% chance to rise to $68 (a gain of $14) and a 19% chance to drop to $0 (a loss of $54)
Outcome B: keep your $54 with no change
Choose the outcome you want."
p2,1163,38,mixed,183,183,609,0.38,1.2646,1,False,A,"You have been given $183 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 38% chance to rise to $609 (a gain of $426) and a 62% chance to drop to $0 (a loss of $183)
Arrangement B: keep your $183 with no change
Which arrangement do you take?"
p2,1263,31,dominant,0,51,73,1.0,1.4314,0,False,A,"You must pick one of two payment options.
Option A: receive $73 for certain
Option B: receive $51 for certain
Pick the option you prefer."
p2,1145,38,neutral,0,183,609,0.38,1.2646,2,False,A,"Consider the following pair and select one.
Alternative A: receive $609 with 38% probability, and $0 with 62% probability
Alternative B: receive $183 for certain
Select the alternative you would rather have."
p2,978,32,gain,0,131,236,0.57,1.0269,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $131
Term B: a 57% chance to gain $236 and a 43% chance to gain nothing
Decide which term you take."
p2,427,14,neutral,0,81,201,0.68,1.6874,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $201 with 68% probability, and $0 with 32% probability
Outcome B: receive $81 for certain
Choose the outcome you want."
p2,301,10,neutral,0,111,278,0.58,1.4526,0,False,A,"You must pick one of two payment options.
Option A: receive $278 with 58% probability, and $0 with 42% probability
Option B: receive $111 for certain
Pick the option you prefer."
p2,1030,34,gain,0,52,96,0.63,1.1631,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $52
Option B: a 63% chance to gain $96 and a 37% chance to gain nothing
Pick the option you prefer."
p2,831,27,mixed,166,166,433,0.53,1.3825,0,False,A,"You have been given $166 up front. You must pick one of two payment options.
Option A: a 53% chance to rise to $433 (a gain of $267) and a 47% chance to drop to $0 (a loss of $166)
Option B: keep your $166 with no change
Pick the option you prefer."
p2,615,20,gain,0,186,266,0.63,0.901,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 63% chance to gain $266 and a 37% chance to gain nothing
Alternative B: a certain gain of $186
Select the alternative you would rather have."
p2,4,0,neutral,0,186,984,0.26,1.3755,2,True,B,"Consider the following pair and select one.
Alternative A: receive $186 for certain
Alternative B: receive $984 with 26% probability, and $0 with 74% probability
Select the alternative you would rather have."
p2,730,24,gain,0,168,214,0.76,0.9681,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $168
Option B: a 76% chance to gain $214 and a 24% chance to gain nothing
Pick the option you prefer."
p2,348,11,gain,0,54,68,0.81,1.02,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $54
Term B: a 81% chance to gain $68 and a 19% chance to gain nothing
Decide which term you take."
p2,1200,0,dominant,0,186,240,1.0,1.2903,0,True,B,"You must pick one of two payment options.
Option A: receive $186 for certain
Option B: receive $240 for certain
Pick the option you prefer."
p2,215,7,neutral,0,63,98,0.64,0.9956,2,False,A,"Consider the following pair and select one.
Alternative A: receive $98 with 64% probability, and $0 with 36% probability
Alternative B: receive $63 for certain
Select the alternative you would rather have."
p2,933,31,neutral,0,51,151,0.29,0.8586,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $151 with 29% probability, and $0 with 71% probability
Arrangement B: receive $51 for certain
Which arrangement do you take?"
p2,550,18,gain,0,41,61,0.58,0.8629,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $41
Option B: a 58% chance to gain $61 and a 42% chance to gain nothing
Pick the option you prefer."
p2,87,2,mixed,162,162,661,0.26,1.0609,3,False,A,"You have been given $162 up front. You are entitled to one of two outcomes.
Outcome A: a 26% chance to rise to $661 (a gain of $499) and a 74% chance to drop to $0 (a loss of $162)
Outcome B: keep your $162 with no change
Choose the outcome you want."
p2,733,24,gain,0,168,214,0.76,0.9681,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 76% chance to gain $214 and a 24% chance to gain nothing
Arrangement B: a certain gain of $168
Which arrangement do you take?"
p2,1225,12,dominant,0,164,181,1.0,1.1037,0,False,A,"You must pick one of two payment options.
Option A: receive $181 for certain
Option B: receive $164 for certain
Pick the option you prefer."
p2,526,17,gain,0,117,362,0.42,1.2995,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $117
Outcome B: a 42% chance to gain $362 and a 58% chance to gain nothing
Choose the outcome you want."
p2,307,10,neutral,0,111,278,0.58,1.4526,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $278 with 58% probability, and $0 with 42% probability
Outcome B: receive $111 for certain
Choose the outcome you want."
p2,29,0,mixed,186,186,984,0.26,1.3755,4,False,A,"You have been given $186 up front. A counterparty offers a one-time decision between two terms.
Term A: a 26% chance to rise to $984 (a gain of $798) and a 74% chance to drop to $0 (a loss of $186)
Term B: keep your $186 with no change
Decide which term you take."
p2,1027,34,neutral,0,52,96,0.63,1.1631,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $96 with 63% probability, and $0 with 37% probability
Outcome B: receive $52 for certain
Choose the outcome you want."
p2,1236,18,dominant,0,41,88,1.0,2.1463,2,True,B,"Consider the following pair and select one.
Alternative A: receive $41 for certain
Alternative B: receive $88 for certain
Select the alternative you would rather have."
p2,294,9,mixed,49,49,153,0.26,0.8118,2,True,B,"You have been given $49 up front. Consider the following pair and select one.
Alternative A: keep your $49 with no change
Alternative B: a 26% chance to rise to $153 (a gain of $104) and a 74% chance to drop to $0 (a loss of $49)
Select the alternative you would rather have."
p2,65,2,neutral,0,162,661,0.26,1.0609,2,False,A,"Consider the following pair and select one.
Alternative A: receive $661 with 26% probability, and $0 with 74% probability
Alternative B: receive $162 for certain
Select the alternative you would rather have."
p2,436,14,gain,0,81,201,0.68,1.6874,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $81
Outcome B: a 68% chance to gain $201 and a 32% chance to gain nothing
Choose the outcome you want."
p2,645,21,gain,0,106,206,0.73,1.4187,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 73% chance to gain $206 and a 27% chance to gain nothing
Alternative B: a certain gain of $106
Select the alternative you would rather have."
p2,1008,33,gain,0,142,446,0.53,1.6646,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $142
Term B: a 53% chance to gain $446 and a 47% chance to gain nothing
Decide which term you take."
p2,258,8,gain,0,62,263,0.33,1.3998,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $62
Term B: a 33% chance to gain $263 and a 67% chance to gain nothing
Decide which term you take."
p2,339,11,neutral,0,54,68,0.81,1.02,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $68 with 81% probability, and $0 with 19% probability
Term B: receive $54 for certain
Decide which term you take."
p2,378,12,gain,0,164,541,0.38,1.2535,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $164
Term B: a 38% chance to gain $541 and a 62% chance to gain nothing
Decide which term you take."
p2,901,30,neutral,0,149,447,0.26,0.78,0,False,A,"You must pick one of two payment options.
Option A: receive $447 with 26% probability, and $0 with 74% probability
Option B: receive $149 for certain
Pick the option you prefer."
p2,957,31,mixed,51,51,151,0.29,0.8586,3,False,A,"You have been given $51 up front. You are entitled to one of two outcomes.
Outcome A: a 29% chance to rise to $151 (a gain of $100) and a 71% chance to drop to $0 (a loss of $51)
Outcome B: keep your $51 with no change
Choose the outcome you want."
p2,583,19,gain,0,64,122,0.49,0.9341,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 49% chance to gain $122 and a 51% chance to gain nothing
Arrangement B: a certain gain of $64
Which arrangement do you take?"
p2,43,1,gain,0,58,116,0.66,1.32,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 66% chance to gain $116 and a 34% chance to gain nothing
Arrangement B: a certain gain of $58
Which arrangement do you take?"
p2,617,20,gain,0,186,266,0.63,0.901,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 63% chance to gain $266 and a 37% chance to gain nothing
Outcome B: a certain gain of $186
Choose the outcome you want."
p2,1031,34,gain,0,52,96,0.63,1.1631,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 63% chance to gain $96 and a 37% chance to gain nothing
Option B: a certain gain of $52
Pick the option you prefer."
p2,1065,35,gain,0,91,133,0.68,0.9938,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 68% chance to gain $133 and a 32% chance to gain nothing
Alternative B: a certain gain of $91
Select the alternative you would rather have."
p2,213,7,neutral,0,63,98,0.64,0.9956,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $98 with 64% probability, and $0 with 36% probability
Arrangement B: receive $63 for certain
Which arrangement do you take?"
p2,326,10,mixed,111,111,278,0.58,1.4526,3,True,B,"You have been given $111 up front. You are entitled to one of two outcomes.
Outcome A: keep your $111 with no change
Outcome B: a 58% chance to rise to $278 (a gain of $167) and a 42% chance to drop to $0 (a loss of $111)
Choose the outcome you want."
p2,554,18,gain,0,41,61,0.58,0.8629,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $41
Alternative B: a 58% chance to gain $61 and a 42% chance to gain nothing
Select the alternative you would rather have."
p2,457,15,neutral,0,82,113,0.74,1.0198,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $113 with 74% probability, and $0 with 26% probability
Outcome B: receive $82 for certain
Choose the outcome you want."
p2,1157,38,gain,0,183,609,0.38,1.2646,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 38% chance to gain $609 and a 62% chance to gain nothing
Outcome B: a certain gain of $183
Choose the outcome you want."
p2,585,19,gain,0,64,122,0.49,0.9341,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 49% chance to gain $122 and a 51% chance to gain nothing
Alternative B: a certain gain of $64
Select the alternative you would rather have."
p2,1149,38,neutral,0,183,609,0.38,1.2646,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $609 with 38% probability, and $0 with 62% probability
Term B: receive $183 for certain
Decide which term you take."
p2,1154,38,gain,0,183,609,0.38,1.2646,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $183
Alternative B: a 38% chance to gain $609 and a 62% chance to gain nothing
Select the alternative you would rather have."
p2,483,16,neutral,0,139,234,0.6,1.0101,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $234 with 60% probability, and $0 with 40% probability
Arrangement B: receive $139 for certain
Which arrangement do you take?"
p2,962,32,neutral,0,131,236,0.57,1.0269,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $131 for certain
Arrangement B: receive $236 with 57% probability, and $0 with 43% probability
Which arrangement do you take?"
p2,603,20,neutral,0,186,266,0.63,0.901,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $266 with 63% probability, and $0 with 37% probability
Arrangement B: receive $186 for certain
Which arrangement do you take?"
p2,741,24,mixed,168,168,214,0.76,0.9681,0,False,A,"You have been given $168 up front. You must pick one of two payment options.
Option A: a 76% chance to rise to $214 (a gain of $46) and a 24% chance to drop to $0 (a loss of $168)
Option B: keep your $168 with no change
Pick the option you prefer."
p2,674,22,gain,0,81,163,0.72,1.4489,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $81
Alternative B: a 72% chance to gain $163 and a 28% chance to gain nothing
Select the alternative you would rather have."
p2,471,15,mixed,82,82,113,0.74,1.0198,0,False,A,"You have been given $82 up front. You must pick one of two payment options.
Option A: a 74% chance to rise to $113 (a gain of $31) and a 26% chance to drop to $0 (a loss of $82)
Option B: keep your $82 with no change
Pick the option you prefer."
p2,1046,34,mixed,52,52,96,0.63,1.1631,3,True,B,"You have been given $52 up front. You are entitled to one of two outcomes.
Outcome A: keep your $52 with no change
Outcome B: a 63% chance to rise to $96 (a gain of $44) and a 37% chance to drop to $0 (a loss of $52)
Choose the outcome you want."
p2,286,9,gain,0,49,153,0.26,0.8118,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $49
Outcome B: a 26% chance to gain $153 and a 74% chance to gain nothing
Choose the outcome you want."
p2,1207,3,dominant,0,46,58,1.0,1.2609,0,False,A,"You must pick one of two payment options.
Option A: receive $58 for certain
Option B: receive $46 for certain
Pick the option you prefer."
p2,1139,37,mixed,151,151,252,0.68,1.1348,4,False,A,"You have been given $151 up front. A counterparty offers a one-time decision between two terms.
Term A: a 68% chance to rise to $252 (a gain of $101) and a 32% chance to drop to $0 (a loss of $151)
Term B: keep your $151 with no change
Decide which term you take."
p2,1188,39,gain,0,178,567,0.32,1.0193,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $178
Term B: a 32% chance to gain $567 and a 68% chance to gain nothing
Decide which term you take."
p2,1111,37,neutral,0,151,252,0.68,1.1348,0,False,A,"You must pick one of two payment options.
Option A: receive $252 with 68% probability, and $0 with 32% probability
Option B: receive $151 for certain
Pick the option you prefer."
p2,1151,38,gain,0,183,609,0.38,1.2646,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 38% chance to gain $609 and a 62% chance to gain nothing
Option B: a certain gain of $183
Pick the option you prefer."
p2,1255,27,dominant,0,166,204,1.0,1.2289,2,False,A,"Consider the following pair and select one.
Alternative A: receive $204 for certain
Alternative B: receive $166 for certain
Select the alternative you would rather have."
p2,848,28,neutral,0,132,181,0.76,1.0421,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $132 for certain
Term B: receive $181 with 76% probability, and $0 with 24% probability
Decide which term you take."
p2,875,29,neutral,0,79,81,0.83,0.851,2,False,A,"Consider the following pair and select one.
Alternative A: receive $81 with 83% probability, and $0 with 17% probability
Alternative B: receive $79 for certain
Select the alternative you would rather have."
p2,544,18,neutral,0,41,61,0.58,0.8629,2,True,B,"Consider the following pair and select one.
Alternative A: receive $41 for certain
Alternative B: receive $61 with 58% probability, and $0 with 42% probability
Select the alternative you would rather have."
p2,584,19,gain,0,64,122,0.49,0.9341,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $64
Alternative B: a 49% chance to gain $122 and a 51% chance to gain nothing
Select the alternative you would rather have."
p2,0,0,neutral,0,186,984,0.26,1.3755,0,True,B,"You must pick one of two payment options.
Option A: receive $186 for certain
Option B: receive $984 with 26% probability, and $0 with 74% probability
Pick the option you prefer."
p2,23,0,mixed,186,186,984,0.26,1.3755,1,False,A,"You have been given $186 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 26% chance to rise to $984 (a gain of $798) and a 74% chance to drop to $0 (a loss of $186)
Arrangement B: keep your $186 with no change
Which arrangement do you take?"
p2,1081,36,neutral,0,98,227,0.47,1.0887,0,False,A,"You must pick one of two payment options.
Option A: receive $227 with 47% probability, and $0 with 53% probability
Option B: receive $98 for certain
Pick the option you prefer."
p2,1016,33,mixed,142,142,446,0.53,1.6646,3,True,B,"You have been given $142 up front. You are entitled to one of two outcomes.
Outcome A: keep your $142 with no change
Outcome B: a 53% chance to rise to $446 (a gain of $304) and a 47% chance to drop to $0 (a loss of $142)
Choose the outcome you want."
p2,776,25,mixed,124,124,207,0.76,1.2687,3,True,B,"You have been given $124 up front. You are entitled to one of two outcomes.
Outcome A: keep your $124 with no change
Outcome B: a 76% chance to rise to $207 (a gain of $83) and a 24% chance to drop to $0 (a loss of $124)
Choose the outcome you want."
p2,1019,33,mixed,142,142,446,0.53,1.6646,4,False,A,"You have been given $142 up front. A counterparty offers a one-time decision between two terms.
Term A: a 53% chance to rise to $446 (a gain of $304) and a 47% chance to drop to $0 (a loss of $142)
Term B: keep your $142 with no change
Decide which term you take."
p2,659,21,mixed,106,106,206,0.73,1.4187,4,False,A,"You have been given $106 up front. A counterparty offers a one-time decision between two terms.
Term A: a 73% chance to rise to $206 (a gain of $100) and a 27% chance to drop to $0 (a loss of $106)
Term B: keep your $106 with no change
Decide which term you take."
p2,735,24,gain,0,168,214,0.76,0.9681,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 76% chance to gain $214 and a 24% chance to gain nothing
Alternative B: a certain gain of $168
Select the alternative you would rather have."
p2,736,24,gain,0,168,214,0.76,0.9681,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $168
Outcome B: a 76% chance to gain $214 and a 24% chance to gain nothing
Choose the outcome you want."
p2,329,10,mixed,111,111,278,0.58,1.4526,4,False,A,"You have been given $111 up front. A counterparty offers a one-time decision between two terms.
Term A: a 58% chance to rise to $278 (a gain of $167) and a 42% chance to drop to $0 (a loss of $111)
Term B: keep your $111 with no change
Decide which term you take."
p2,786,26,neutral,0,59,151,0.36,0.9214,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $59 for certain
Outcome B: receive $151 with 36% probability, and $0 with 64% probability
Choose the outcome you want."
p2,743,24,mixed,168,168,214,0.76,0.9681,1,False,A,"You have been given $168 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 76% chance to rise to $214 (a gain of $46) and a 24% chance to drop to $0 (a loss of $168)
Arrangement B: keep your $168 with no change
Which arrangement do you take?"
p2,548,18,neutral,0,41,61,0.58,0.8629,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $41 for certain
Term B: receive $61 with 58% probability, and $0 with 42% probability
Decide which term you take."
p2,81,2,mixed,162,162,661,0.26,1.0609,0,False,A,"You have been given $162 up front. You must pick one of two payment options.
Option A: a 26% chance to rise to $661 (a gain of $499) and a 74% chance to drop to $0 (a loss of $162)
Option B: keep your $162 with no change
Pick the option you prefer."
p2,404,13,gain,0,72,88,0.64,0.7822,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $72
Alternative B: a 64% chance to gain $88 and a 36% chance to gain nothing
Select the alternative you would rather have."
p2,312,10,gain,0,111,278,0.58,1.4526,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $111
Arrangement B: a 58% chance to gain $278 and a 42% chance to gain nothing
Which arrangement do you take?"
p2,1007,33,gain,0,142,446,0.53,1.6646,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 53% chance to gain $446 and a 47% chance to gain nothing
Outcome B: a certain gain of $142
Choose the outcome you want."
p2,769,25,gain,0,124,207,0.76,1.2687,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 76% chance to gain $207 and a 24% chance to gain nothing
Term B: a certain gain of $124
Decide which term you take."
p2,1191,39,mixed,178,178,567,0.32,1.0193,0,False,A,"You have been given $178 up front. You must pick one of two payment options.
Option A: a 32% chance to rise to $567 (a gain of $389) and a 68% chance to drop to $0 (a loss of $178)
Option B: keep your $178 with no change
Pick the option you prefer."
p2,170,5,mixed,162,162,381,0.46,1.0819,0,True,B,"You have been given $162 up front. You must pick one of two payment options.
Option A: keep your $162 with no change
Option B: a 46% chance to rise to $381 (a gain of $219) and a 54% chance to drop to $0 (a loss of $162)
Pick the option you prefer."
p2,590,19,mixed,64,64,122,0.49,0.9341,0,True,B,"You have been given $64 up front. You must pick one of two payment options.
Option A: keep your $64 with no change
Option B: a 49% chance to rise to $122 (a gain of $58) and a 51% chance to drop to $0 (a loss of $64)
Pick the option you prefer."
p2,481,16,neutral,0,139,234,0.6,1.0101,0,False,A,"You must pick one of two payment options.
Option A: receive $234 with 60% probability, and $0 with 40% probability
Option B: receive $139 for certain
Pick the option you prefer."
p2,1216,8,dominant,0,62,121,1.0,1.9516,2,True,B,"Consider the following pair and select one.
Alternative A: receive $62 for certain
Alternative B: receive $121 for certain
Select the alternative you would rather have."
p2,438,14,gain,0,81,201,0.68,1.6874,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $81
Term B: a 68% chance to gain $201 and a 32% chance to gain nothing
Decide which term you take."
p2,149,4,mixed,29,29,71,0.55,1.3466,4,False,A,"You have been given $29 up front. A counterparty offers a one-time decision between two terms.
Term A: a 55% chance to rise to $71 (a gain of $42) and a 45% chance to drop to $0 (a loss of $29)
Term B: keep your $29 with no change
Decide which term you take."
p2,1259,29,dominant,0,79,118,1.0,1.4937,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $118 for certain
Arrangement B: receive $79 for certain
Which arrangement do you take?"
p2,250,8,gain,0,62,263,0.33,1.3998,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $62
Option B: a 33% chance to gain $263 and a 67% chance to gain nothing
Pick the option you prefer."
p2,366,12,neutral,0,164,541,0.38,1.2535,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $164 for certain
Outcome B: receive $541 with 38% probability, and $0 with 62% probability
Choose the outcome you want."
p2,1104,36,mixed,98,98,227,0.47,1.0887,2,True,B,"You have been given $98 up front. Consider the following pair and select one.
Alternative A: keep your $98 with no change
Alternative B: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Select the alternative you would rather have."
p2,958,31,mixed,51,51,151,0.29,0.8586,4,True,B,"You have been given $51 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $51 with no change
Term B: a 29% chance to rise to $151 (a gain of $100) and a 71% chance to drop to $0 (a loss of $51)
Decide which term you take."
p2,225,7,gain,0,63,98,0.64,0.9956,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 64% chance to gain $98 and a 36% chance to gain nothing
Alternative B: a certain gain of $63
Select the alternative you would rather have."
p2,1063,35,gain,0,91,133,0.68,0.9938,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 68% chance to gain $133 and a 32% chance to gain nothing
Arrangement B: a certain gain of $91
Which arrangement do you take?"
p2,1054,35,neutral,0,91,133,0.68,0.9938,2,True,B,"Consider the following pair and select one.
Alternative A: receive $91 for certain
Alternative B: receive $133 with 68% probability, and $0 with 32% probability
Select the alternative you would rather have."
