instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,357,11,mixed,54,54,68,0.81,1.02,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.7773,0.99598,0,massA=0.774 massB=0.222
p2,1163,38,mixed,183,183,609,0.38,1.2646,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.28141,0.99898,0,massA=0.281 massB=0.718
p2,1263,31,dominant,0,51,73,1.0,1.4314,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99087,0.99985,0,massA=0.991 massB=0.00912
p2,1145,38,neutral,0,183,609,0.38,1.2646,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.54674,0.99751,0,massA=0.545 massB=0.452
p2,978,32,gain,0,131,236,0.57,1.0269,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99819,0.99836,0,massA=0.00181 massB=0.997
p2,427,14,neutral,0,81,201,0.68,1.6874,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99961,0,massA=0.589 massB=0.411
p2,301,10,neutral,0,111,278,0.58,1.4526,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69925,0.99739,0,massA=0.697 massB=0.3
p2,1030,34,gain,0,52,96,0.63,1.1631,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.82446,0.99933,0,massA=0.175 massB=0.824
p2,831,27,mixed,166,166,433,0.53,1.3825,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.91848,0.98986,0,massA=0.909 massB=0.0807
p2,615,20,gain,0,186,266,0.63,0.901,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5813,0.99664,0,massA=0.579 massB=0.417
p2,4,0,neutral,0,186,984,0.26,1.3755,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65135,0.99811,0,massA=0.348 massB=0.65
p2,730,24,gain,0,168,214,0.76,0.9681,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76629,0.99966,0,massA=0.234 massB=0.766
p2,348,11,gain,0,54,68,0.81,1.02,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99881,0.99772,0,massA=0.00119 massB=0.997
p2,1200,0,dominant,0,186,240,1.0,1.2903,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71542,0.99981,0,massA=0.285 massB=0.715
p2,215,7,neutral,0,63,98,0.64,0.9956,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75491,0.99556,0,massA=0.752 massB=0.244
p2,933,31,neutral,0,51,151,0.29,0.8586,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36297,0.99974,0,massA=0.363 massB=0.637
p2,550,18,gain,0,41,61,0.58,0.8629,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.83548,0.99941,0,massA=0.164 massB=0.835
p2,87,2,mixed,162,162,661,0.26,1.0609,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99748,0,massA=0.694 massB=0.303
p2,733,24,gain,0,168,214,0.76,0.9681,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.16668,0.99956,0,massA=0.167 massB=0.833
p2,1225,12,dominant,0,164,181,1.0,1.1037,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9836,0.99969,0,massA=0.983 massB=0.0164
p2,526,17,gain,0,117,362,0.42,1.2995,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.54674,0.99994,0,massA=0.453 massB=0.547
p2,307,10,neutral,0,111,278,0.58,1.4526,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.35936,0.99956,0,massA=0.359 massB=0.64
p2,29,0,mixed,186,186,984,0.26,1.3755,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.27202,0.98765,0,massA=0.269 massB=0.719
p2,1027,34,neutral,0,52,96,0.63,1.1631,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.44167,0.9994,0,massA=0.441 massB=0.558
p2,1236,18,dominant,0,41,88,1.0,2.1463,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71859,0.99927,0,massA=0.281 massB=0.718
p2,294,9,mixed,49,49,153,0.26,0.8118,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30075,0.99643,0,massA=0.697 massB=0.3
p2,65,2,neutral,0,162,661,0.26,1.0609,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.44553,0.99737,0,massA=0.444 massB=0.553
p2,436,14,gain,0,81,201,0.68,1.6874,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.68595,0.99989,0,massA=0.314 massB=0.686
p2,645,21,gain,0,106,206,0.73,1.4187,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5775,0.99892,0,massA=0.577 massB=0.422
p2,1008,33,gain,0,142,446,0.53,1.6646,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99711,0.99878,0,massA=0.00289 massB=0.996
p2,258,8,gain,0,62,263,0.33,1.3998,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99845,0.99833,0,massA=0.00155 massB=0.997
p2,339,11,neutral,0,54,68,0.81,1.02,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.45326,0.99642,0,massA=0.452 massB=0.545
p2,378,12,gain,0,164,541,0.38,1.2535,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99749,0.99863,0,massA=0.00251 massB=0.996
p2,901,30,neutral,0,149,447,0.26,0.78,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61878,0.99869,0,massA=0.618 massB=0.381
p2,957,31,mixed,51,51,151,0.29,0.8586,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66888,0.99624,0,massA=0.666 massB=0.33
p2,583,19,gain,0,64,122,0.49,0.9341,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.18952,0.99949,0,massA=0.189 massB=0.81
p2,43,1,gain,0,58,116,0.66,1.32,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.22816,0.99952,0,massA=0.228 massB=0.771
p2,617,20,gain,0,186,266,0.63,0.901,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31405,0.99961,0,massA=0.314 massB=0.686
p2,1031,34,gain,0,52,96,0.63,1.1631,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65489,0.99589,0,massA=0.652 massB=0.344
p2,1065,35,gain,0,91,133,0.68,0.9938,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61138,0.99854,0,massA=0.61 massB=0.388
p2,213,7,neutral,0,63,98,0.64,0.9956,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.64064,0.99984,0,massA=0.641 massB=0.359
p2,326,10,mixed,111,111,278,0.58,1.4526,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.11757,0.99934,0,massA=0.882 massB=0.117
p2,554,18,gain,0,41,61,0.58,0.8629,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.80807,0.9993,0,massA=0.192 massB=0.808
p2,457,15,neutral,0,82,113,0.74,1.0198,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5351,0.9997,0,massA=0.535 massB=0.465
p2,1157,38,gain,0,183,609,0.38,1.2646,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.34865,0.99985,0,massA=0.349 massB=0.651
p2,585,19,gain,0,64,122,0.49,0.9341,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.52732,0.99776,0,massA=0.526 massB=0.472
p2,1149,38,neutral,0,183,609,0.38,1.2646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.40357,0.99639,0,massA=0.402 massB=0.594
p2,1154,38,gain,0,183,609,0.38,1.2646,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67918,0.9997,0,massA=0.321 massB=0.679
p2,483,16,neutral,0,139,234,0.6,1.0101,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.35577,0.99978,0,massA=0.356 massB=0.644
p2,962,32,neutral,0,131,236,0.57,1.0269,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76908,0.99972,0,massA=0.231 massB=0.769
p2,603,20,neutral,0,186,266,0.63,0.901,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65489,0.99984,0,massA=0.655 massB=0.345
p2,741,24,mixed,168,168,214,0.76,0.9681,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90731,0.98949,0,massA=0.898 massB=0.0917
p2,674,22,gain,0,81,163,0.72,1.4489,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.81989,0.99932,0,massA=0.18 massB=0.819
p2,471,15,mixed,82,82,113,0.74,1.0198,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.89479,0.9906,0,massA=0.886 massB=0.104
p2,1046,34,mixed,52,52,96,0.63,1.1631,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17781,0.99943,0,massA=0.822 massB=0.178
p2,286,9,gain,0,49,153,0.26,0.8118,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.52342,0.99993,0,massA=0.477 massB=0.523
p2,1207,3,dominant,0,46,58,1.0,1.2609,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9956,0.99984,0,massA=0.995 massB=0.0044
p2,1139,37,mixed,151,151,252,0.68,1.1348,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24221,0.98624,0,massA=0.239 massB=0.747
p2,1188,39,gain,0,178,567,0.32,1.0193,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99683,0.99779,0,massA=0.00317 massB=0.995
p2,1111,37,neutral,0,151,252,0.68,1.1348,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79819,0.99718,0,massA=0.796 massB=0.201
p2,1151,38,gain,0,183,609,0.38,1.2646,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55833,0.99834,0,massA=0.557 massB=0.441
p2,1255,27,dominant,0,166,204,1.0,1.2289,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90465,0.99836,0,massA=0.903 massB=0.0952
p2,848,28,neutral,0,132,181,0.76,1.0421,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95854,0.99778,0,massA=0.0414 massB=0.956
p2,875,29,neutral,0,79,81,0.83,0.851,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.89331,0.99822,0,massA=0.892 massB=0.107
p2,544,18,neutral,0,41,61,0.58,0.8629,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71542,0.9963,0,massA=0.284 massB=0.713
p2,584,19,gain,0,64,122,0.49,0.9341,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.7773,0.99938,0,massA=0.223 massB=0.777
p2,0,0,neutral,0,186,984,0.26,1.3755,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55061,0.99958,0,massA=0.449 massB=0.55
p2,23,0,mixed,186,186,984,0.26,1.3755,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31405,0.99903,0,massA=0.314 massB=0.685
p2,1081,36,neutral,0,98,227,0.47,1.0887,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62977,0.99803,0,massA=0.629 massB=0.369
p2,1016,33,mixed,142,142,446,0.53,1.6646,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13661,0.99959,0,massA=0.863 massB=0.137
p2,776,25,mixed,124,124,207,0.76,1.2687,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.07477,0.99957,0,massA=0.925 massB=0.0747
p2,1019,33,mixed,142,142,446,0.53,1.6646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.37023,0.99451,0,massA=0.368 massB=0.626
p2,659,21,mixed,106,106,206,0.73,1.4187,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24799,0.98588,0,massA=0.244 massB=0.741
p2,735,24,gain,0,168,214,0.76,0.9681,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5851,0.99854,0,massA=0.584 massB=0.414
p2,736,24,gain,0,168,214,0.76,0.9681,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99994,0,massA=0.411 massB=0.589
p2,329,10,mixed,111,111,278,0.58,1.4526,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24799,0.97992,0,massA=0.243 massB=0.737
p2,786,26,neutral,0,59,151,0.36,0.9214,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.51172,0.99974,0,massA=0.488 massB=0.512
p2,743,24,mixed,168,168,214,0.76,0.9681,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32767,0.99892,0,massA=0.327 massB=0.672
p2,548,18,neutral,0,41,61,0.58,0.8629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96538,0.99648,0,massA=0.0345 massB=0.962
p2,81,2,mixed,162,162,661,0.26,1.0609,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79053,0.98983,0,massA=0.782 massB=0.207
p2,404,13,gain,0,72,88,0.64,0.7822,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85391,0.99913,0,massA=0.146 massB=0.853
p2,312,10,gain,0,111,278,0.58,1.4526,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96323,0.99926,0,massA=0.0367 massB=0.963
p2,1007,33,gain,0,142,446,0.53,1.6646,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36659,0.99978,0,massA=0.367 massB=0.633
p2,769,25,gain,0,124,207,0.76,1.2687,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09535,0.98181,0,massA=0.0936 massB=0.888
p2,1191,39,mixed,178,178,567,0.32,1.0193,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.82219,0.99028,0,massA=0.814 massB=0.176
p2,170,5,mixed,162,162,381,0.46,1.0819,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.27826,0.99736,0,massA=0.72 massB=0.278
p2,590,19,mixed,64,64,122,0.49,0.9341,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32082,0.99743,0,massA=0.677 massB=0.32
p2,481,16,neutral,0,139,234,0.6,1.0101,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69264,0.9948,0,massA=0.689 massB=0.306
p2,1216,8,dominant,0,62,121,1.0,1.9516,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76908,0.99926,0,massA=0.231 massB=0.769
p2,438,14,gain,0,81,201,0.68,1.6874,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99917,0.99666,0,massA=0.000827 massB=0.996
p2,149,4,mixed,29,29,71,0.55,1.3466,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.27202,0.98891,0,massA=0.269 massB=0.72
p2,1259,29,dominant,0,79,118,1.0,1.4937,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.82671,0.99948,0,massA=0.826 massB=0.173
p2,250,8,gain,0,62,263,0.33,1.3998,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.77184,0.99971,0,massA=0.228 massB=0.772
p2,366,12,neutral,0,164,541,0.38,1.2535,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5,0.99986,0,massA=0.5 massB=0.5
p2,1104,36,mixed,98,98,227,0.47,1.0887,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.20689,0.99746,0,massA=0.791 massB=0.206
p2,958,31,mixed,51,51,151,0.29,0.8586,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.88563,0.99928,0,massA=0.114 massB=0.885
p2,225,7,gain,0,63,98,0.64,0.9956,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.68257,0.99651,0,massA=0.68 massB=0.316
p2,1063,35,gain,0,91,133,0.68,0.9938,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.20947,0.99956,0,massA=0.209 massB=0.79
p2,1054,35,neutral,0,91,133,0.68,0.9938,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.75491,0.99735,0,massA=0.244 massB=0.753
p2,551,18,gain,0,41,61,0.58,0.8629,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65135,0.9958,0,massA=0.649 massB=0.347
p2,706,23,gain,0,91,626,0.23,1.5822,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.54286,0.99994,0,massA=0.457 massB=0.543
p2,1226,13,dominant,0,72,119,1.0,1.6528,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.81048,0.9994,0,massA=0.189 massB=0.81
p2,1238,19,dominant,0,64,91,1.0,1.4219,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.33459,0.99938,0,massA=0.665 massB=0.334
p2,1024,34,neutral,0,52,96,0.63,1.1631,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71223,0.9968,0,massA=0.287 massB=0.71
p2,948,31,gain,0,51,151,0.29,0.8586,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99486,0.99804,0,massA=0.00513 massB=0.993
p2,180,6,neutral,0,94,101,0.71,0.7629,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67576,0.99939,0,massA=0.324 massB=0.675
p2,1070,35,mixed,91,91,133,0.68,0.9938,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.33808,0.99646,0,massA=0.66 massB=0.337
p2,1123,37,gain,0,151,252,0.68,1.1348,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.25091,0.9996,0,massA=0.251 massB=0.749
p2,668,22,neutral,0,81,163,0.72,1.4489,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96691,0.99777,0,massA=0.033 massB=0.965
p2,1112,37,neutral,0,151,252,0.68,1.1348,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74614,0.99962,0,massA=0.254 massB=0.746
p2,1272,36,dominant,0,98,155,1.0,1.5816,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.81523,0.99945,0,massA=0.185 massB=0.815
p2,567,18,mixed,41,41,61,0.58,0.8629,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.59643,0.99435,0,massA=0.593 massB=0.401
p2,1109,36,mixed,98,98,227,0.47,1.0887,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.22816,0.99052,0,massA=0.226 massB=0.765
p2,826,27,gain,0,166,433,0.53,1.3825,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.59267,0.99993,0,massA=0.407 massB=0.593
p2,37,1,neutral,0,58,116,0.66,1.32,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.47658,0.99971,0,massA=0.476 massB=0.523
p2,192,6,gain,0,94,101,0.71,0.7629,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95397,0.99932,0,massA=0.046 massB=0.953
p2,1009,33,gain,0,142,446,0.53,1.6646,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13661,0.99416,0,massA=0.136 massB=0.858
p2,1229,14,dominant,0,81,135,1.0,1.6667,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85777,0.99946,0,massA=0.857 massB=0.142
p2,6,0,neutral,0,186,984,0.26,1.3755,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.49219,0.9997,0,massA=0.508 massB=0.492
p2,1183,39,gain,0,178,567,0.32,1.0193,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17554,0.99962,0,massA=0.175 massB=0.824
p2,61,2,neutral,0,162,661,0.26,1.0609,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.50781,0.99835,0,massA=0.507 massB=0.491
p2,555,18,gain,0,41,61,0.58,0.8629,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.64423,0.99827,0,massA=0.643 massB=0.355
p2,979,32,gain,0,131,236,0.57,1.0269,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.10088,0.98278,0,massA=0.0991 massB=0.884
p2,530,17,mixed,117,117,362,0.42,1.2995,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30736,0.99761,0,massA=0.691 massB=0.307
p2,1091,36,gain,0,98,227,0.47,1.0887,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56602,0.99721,0,massA=0.564 massB=0.433
p2,414,13,mixed,72,72,88,0.64,0.7822,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32424,0.99575,0,massA=0.673 massB=0.323
p2,1165,38,mixed,183,183,609,0.38,1.2646,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93721,0.99619,0,massA=0.934 massB=0.0626
p2,311,10,gain,0,111,278,0.58,1.4526,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.59267,0.99695,0,massA=0.591 massB=0.406
p2,665,22,neutral,0,81,163,0.72,1.4489,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63341,0.99678,0,massA=0.631 massB=0.365
p2,963,32,neutral,0,131,236,0.57,1.0269,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.53121,0.99985,0,massA=0.531 massB=0.469
p2,396,13,neutral,0,72,88,0.64,0.7822,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66541,0.99941,0,massA=0.334 massB=0.665
p2,462,15,gain,0,82,113,0.74,1.0198,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97156,0.99904,0,massA=0.0284 massB=0.971
p2,719,23,mixed,91,91,626,0.23,1.5822,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24799,0.98126,0,massA=0.243 massB=0.738
p2,219,7,neutral,0,63,98,0.64,0.9956,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56985,0.99291,0,massA=0.566 massB=0.427
p2,30,1,neutral,0,58,116,0.66,1.32,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60019,0.99947,0,massA=0.4 massB=0.6
p2,767,25,gain,0,124,207,0.76,1.2687,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.3522,0.99973,0,massA=0.352 massB=0.648
p2,359,11,mixed,54,54,68,0.81,1.02,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.20434,0.9864,0,massA=0.202 massB=0.785
p2,101,3,gain,0,46,158,0.33,1.1335,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62977,0.99787,0,massA=0.628 massB=0.369
p2,364,12,neutral,0,164,541,0.38,1.2535,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65842,0.99835,0,massA=0.341 massB=0.657
p2,558,18,gain,0,41,61,0.58,0.8629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99897,0.99715,0,massA=0.00103 massB=0.996
p2,1096,36,gain,0,98,227,0.47,1.0887,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99993,0,massA=0.374 massB=0.626
p2,502,16,mixed,139,139,234,0.6,1.0101,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76065,0.99883,0,massA=0.239 massB=0.76
p2,862,28,mixed,132,132,181,0.76,1.0421,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70253,0.99913,0,massA=0.297 massB=0.702
p2,422,14,neutral,0,81,201,0.68,1.6874,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67576,0.99981,0,massA=0.324 massB=0.676
p2,713,23,mixed,91,91,626,0.23,1.5822,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26588,0.99882,0,massA=0.266 massB=0.733
p2,1058,35,neutral,0,91,133,0.68,0.9938,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96486,0.99696,0,massA=0.035 massB=0.962
p2,840,28,neutral,0,132,181,0.76,1.0421,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66888,0.99917,0,massA=0.331 massB=0.668
p2,648,21,gain,0,106,206,0.73,1.4187,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99813,0.99812,0,massA=0.00186 massB=0.996
p2,75,2,gain,0,162,661,0.26,1.0609,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.59643,0.99875,0,massA=0.596 massB=0.403
p2,1176,39,neutral,0,178,567,0.32,1.0193,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.51562,0.99981,0,massA=0.484 massB=0.516
p2,494,16,gain,0,139,234,0.6,1.0101,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.86704,0.99943,0,massA=0.133 massB=0.867
p2,239,7,mixed,63,63,98,0.64,0.9956,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.23652,0.96027,0,massA=0.227 massB=0.733
p2,375,12,gain,0,164,541,0.38,1.2535,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55061,0.99863,0,massA=0.55 massB=0.449
p2,669,22,neutral,0,81,163,0.72,1.4489,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.39607,0.99561,0,massA=0.394 massB=0.601
p2,935,31,neutral,0,51,151,0.29,0.8586,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5351,0.99805,0,massA=0.534 massB=0.464
p2,456,15,neutral,0,82,113,0.74,1.0198,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60766,0.99979,0,massA=0.392 massB=0.608
p2,128,4,neutral,0,29,71,0.55,1.3466,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93245,0.99836,0,massA=0.0674 massB=0.931
p2,599,19,mixed,64,64,122,0.49,0.9341,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24221,0.99,0,massA=0.24 massB=0.75
p2,597,19,mixed,64,64,122,0.49,0.9341,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69925,0.99595,0,massA=0.696 massB=0.3
p2,515,17,neutral,0,117,362,0.42,1.2995,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.53121,0.99618,0,massA=0.529 massB=0.467
p2,240,8,neutral,0,62,263,0.33,1.3998,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.53898,0.99972,0,massA=0.461 massB=0.539
p2,2,0,neutral,0,186,984,0.26,1.3755,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99974,0,massA=0.374 massB=0.626
p2,1039,34,gain,0,52,96,0.63,1.1631,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.12421,0.9732,0,massA=0.121 massB=0.852
